appId,developerResponse,date,review,rating,isEdited,title,userName
992047786,,2019-11-19 17:31:28,"예전에는 안 그랬는데 요즘 버그 너무 심합니다.
사진 저장하려고 하면 어플 꺼지고;;ㅡㅡ
다시 깔아봐도 똑같아요.
아예 작동이 안 됨",1,False,버그 너무 심해요,Dysficxuvovid
1381484929,,2021-07-22 16:03:41,Yea this app doesn’t do anything. Not sure why it was allowed into the App Store.,2,False,Doesn’t do anything,amyusuf1
1130235239,,2018-09-21 22:28:45,"After reading reviews, I expected much less but everything worked as expected. Most items were easy to find. Puzzle wasn't bad but I used a stylus on my iPad which makes maneuvering easier. The puzzles were easy and everything worked without glitches.",5,False,Better than expected,Shalsw
1130235239,,2017-04-28 14:34:39,"Graphics were ugly with a washed out appearance.

Game designed so that it doesn't always zoom in when you tap a hot spot. You have to drag things all over. Good example, the 4 arrows. You have to drag them everywhere to find one stupid nonsense spot.

Girl puzzle was AWFUL. Took a lot of effort and maneuvering to get pieces to connect.  A puzzle so easy a little kid could do it but it was but time killer. 

Last clam was difficult to open. It took multiple tries whereas the others opened first try.",1,False,Thrown together just to get a game out there,Tweety8591
1130235239,,2017-10-29 22:00:55,Jigsaw puzzle way too difficult to put together. Pieces must be aligned too precisely. Didn't finish the game.,1,False,Thumbs down,Caniacvettech
1130235239,,2016-07-30 13:18:40,"FEG makes most of the BEST escape games out there. I look forward to the new games released every day.
But there have been no new games for weeks.
Please make more... 😔",5,False,Where are you FEG?,ally555
1130235239,,2016-08-19 06:33:28,The Little Girl Puzzle will not connect to be able to piece together. Got the right pieces. Also objects in my inventory will stick to anything except where it goes. For instance.. The cleaver pull from inventory it's stuck on tent!,1,False,Major problems with game,Susie50💰
1130235239,,2016-08-20 20:15:27,I could not open the last clam...please fix!,1,False,clams,adanceintherain
1032545654,,2020-01-01 08:55:42,"It was cool when it worked, now I think they quit. Should just delete it instead of having people logging in for no reason.i dont know why the official uber app shows the stats like this used too",1,False,Wish,Shanec792
1032545654,,2019-10-19 23:44:07,Takes me right back to login after loging in. Closed then opened again. Uninstalled reinstalled does the same thing. iPhone Xs iOS 13.1.3,1,False,Broken,Olivia 😈
1032545654,,2018-06-12 23:20:16,If you want to boast about your Uber stats this is the app to have.,5,False,Bragging Rights,Arhondo
1032545654,,2017-07-25 15:26:45,Would love to scare myself with total $ spent as well,4,False,Pretty interesting,Andrew did a review
1032545654,,2019-07-26 23:52:34,"At least make an app that works, takes me to login screen back after login.",1,False,Waste of time,Divyarattan
1032545654,,2019-10-03 02:45:50,Now it doesn’t. Guess they stopped supporting it. Too bad. It was cool when it worked.,1,False,Used to work...,cincydvp
1032545654,,2019-09-30 02:52:54,Dose not work can’t get off login screen,1,False,Crap,4952jess
1032545654,,2019-07-05 06:34:58,Just doesn’t work,1,False,Doesn’t work,Laure94109
1032545654,,2019-07-02 19:49:16,It doesn’t work.,1,False,Didn’t work,coolkid1112
1032545654,,2019-07-21 01:13:26,Does not work. Hard pass.,1,False,Nope,Meowwz
1032545654,,2019-08-25 00:37:49,doesn’t work?!?!?!!!,1,False,doesn’t work,Tony Ls
1032545654,,2016-03-05 18:59:04,This app logs in to your Uber account but shows you nothing. its like the person above said doesn't work waste of time. maybe they will fix it but for now all it shows is 0's and I have worked for 3 years,1,False,Waste of time,Mesafint
1032545654,,2016-02-22 00:55:49,Don't waste your time it doesn't work,1,False,Doesn't work,kolli675
1504836142,,2021-09-13 20:19:01,Really good app for making quick mortgage overpayments to your lender!,5,False,User friendly and efficient!,n33L-100
1494059209,,2020-04-26 22:21:56,Love their poke!,5,False,Easy to use app,cc_ask
1494059209,,2022-10-07 22:27:11,Why can’t I add more items to my cart after clicking reorder from a prior order? Why does the app delete my cart if I click reorder then exit back out to add more items? The app also sometimes deletes my order I’m entering if I click out of the app to read the text message of what someone said they wanted.,2,False,App needs work,Jwoiesle
1494059209,,2020-07-24 21:49:16,"Not user friendly at all, so frustrating",1,False,Would not recommend,hplover
1494059209,,2021-06-29 15:52:09,Promo code doesn’t work,1,False,Promo code,ARM4752261
1494059209,,2022-08-05 16:27:35,App has a bug where you can’t enter a promo code,1,False,Promo code doesn’t work,Miles S
1494059209,,2021-12-11 22:47:43,Tried to do an online order. It was awful. I didn’t have an account and had to create an account. Created one with “chow now” in order to avoid downloading their app. However chow now doesn’t update promptly So that was a waste of time because it didn’t recognize my username or password. Then downloaded their app. Similarly terrible experience trying to sign up using my iPhone. The phone number field wouldn’t populate so that was unsuccessful. Just lost my business.,1,False,Signing up,Skhand01
